"Order_ID","Order_Date","Customer_ID","Product_ID","Store_ID","Quantity","Unit_Price","Discount_%","Discount_Amount","Gross_Sales","Net_Sales","Profit","Payment_Mode","Order_Status"
"O512883","2025-11-21 00:00:00","C200362","P100266","S3079","5","3465.72","0","0","17328.6","17328.6","4748.25","Debit Card","Completed"
"O512884","2025-09-24 00:00:00","C201810","P100269","S3095","3","4513.27","15","2030.97","13539.81","11508.84","7966.29","Debit Card","Completed"
"O512885","2024-09-18 00:00:00","C203961","P100405","S3052","2","1960.47","10","392.09","3920.94","3528.85","-5191.61","Cash","Completed"
"O512886","2025-10-26 00:00:00","C204852","P100438","S3068","5","4610.63","15","3457.97","23053.15","19595.18","7485.43","Debit Card","Completed"
"O512887","2025-07-06 00:00:00","C201863","P100408","S3026","1","3125.33","15","468.8","3125.33","2656.53","-1048.79","Credit Card","Completed"
"O512888","2025-03-02 00:00:00","C203080","P100560","S3012","1","3711.5","15","556.72","3711.5","3154.78","-1635.48","Credit Card","Completed"
"O512889","2024-08-19 00:00:00","C203398","P100348","S3068","2","6454.86","20","2581.94","12909.72","10327.78","9119.78","Wallet","Returned"
"O512890","2025-05-04 00:00:00","C202367","P100556","S3102","4","3152.86","10","1261.14","12611.44","11350.3","-3316.58","Cash","Completed"
"O512891","2024-11-16 00:00:00","C203468","P100632","S3047","2","3979.22","10","795.84","7958.44","7162.6","6387.7","Credit Card","Completed"
"O512892","2025-06-24 00:00:00","C204884","P100453","S3048","5","2255.87","0","0","11279.35","11279.35","-4995.65","UPI","Completed"
"O512893","2024-10-27 00:00:00","C204841","P100757","S3070","5","6328.35","5","1582.09","31641.75","30059.66","24718.91","UPI","Returned"
"O512894","2025-01-14 00:00:00","C200930","P100474","S3016","5","3002.9","20","3002.9","15014.5","12011.6","-5096.05","Credit Card","Completed"
"O512895","2024-08-14 00:00:00","C202971","P100544","S3072","2","1805.71","5","180.57","3611.42","3430.85","-4592.67","UPI","Completed"
"O512896","2025-11-01 00:00:00","C203276","P100140","S3020","4","2056.41","0","0","8225.64","8225.64","1618.16","Wallet","Completed"
"O512897","2024-05-07 00:00:00","C202948","P100485","S3084","2","4781.79","15","1434.54","9563.58","8129.04","7599.26","Cash","Cancelled"
"O512898","2024-04-29 00:00:00","C202647","P100115","S3030","1","6992.02","5","349.6","6992.02","6642.42","2825.33","Credit Card","Completed"
"O512899","2024-11-12 00:00:00","C204307","P100782","S3033","1","2931.6","0","0","2931.6","2931.6","1690.17","UPI","Completed"
"O512900","2024-09-30 00:00:00","C200612","P100273","S3080","1","708.9","0","0","708.9","708.9","-328.84","Credit Card","Completed"
"O512901","2024-08-11 00:00:00","C200172","P100794","S3048","2","6814.76","20","2725.9","13629.52","10903.62","6244.28","UPI","Completed"
"O512902","2024-05-04 00:00:00","C200429","P100659","S3089","5","2451.21","5","612.8","12256.05","11643.25","3887.2","UPI","Completed"
"O512903","2025-09-06 00:00:00","C204634","P100367","S3012","1","5966.09","10","596.61","5966.09","5369.48","3068.52","Debit Card","Completed"
"O512904","2025-06-11 00:00:00","C200910","P100532","S3078","3","2819.35","15","1268.71","8458.05","7189.34","-1549.72","Wallet","Completed"
"O512905","2024-05-02 00:00:00","C204752","P100390","S3046","2","6647.95","5","664.8","13295.9","12631.1","6882.06","Wallet","Completed"
"O512906","2024-05-26 00:00:00","C202309","P100655","S3039","5","5526.76","20","5526.76","27633.8","22107.04","-2489.01","Debit Card","Returned"
"O512907","2024-01-22 00:00:00","C203594","P100523","S3047","4","3019.69","5","603.94","12078.76","11474.82","-2489.06","UPI","Returned"
"O512908","2025-11-13 00:00:00","C204458","P100747","S3061","1","6727.56","15","1009.13","6727.56","5718.43","2399.93","Cash","Completed"
"O512909","2025-05-24 00:00:00","C202657","P100204","S3028","1","2128.28","20","425.66","2128.28","1702.62","-723.08","Debit Card","Completed"
"O512910","2025-04-27 00:00:00","C204773","P100180","S3098","4","988.97","20","791.18","3955.88","3164.7","-13762.02","Cash","Completed"
"O512911","2025-09-18 00:00:00","C202811","P100293","S3092","3","1204.42","20","722.65","3613.26","2890.61","-10634.8","Debit Card","Completed"
"O512912","2024-03-22 00:00:00","C202422","P100347","S3078","4","6051.38","0","0","24205.52","24205.52","19929.88","Credit Card","Completed"
"O512913","2025-02-19 00:00:00","C204373","P100218","S3072","3","596.42","15","268.39","1789.26","1520.87","-9060.73","Debit Card","Completed"
"O512914","2025-07-09 00:00:00","C200815","P100035","S3049","4","2894.65","20","2315.72","11578.6","9262.88","-6372.88","UPI","Completed"
"O512915","2025-01-31 00:00:00","C202265","P100163","S3046","4","5868.1","0","0","23472.4","23472.4","15400.04","Debit Card","Completed"
"O512916","2024-06-04 00:00:00","C201369","P100118","S3014","1","6436.94","15","965.54","6436.94","5471.4","3729.13","Cash","Completed"
"O512917","2024-02-18 00:00:00","C204791","P100255","S3083","1","741.04","15","111.16","741.04","629.88","175.81","Cash","Completed"
"O512918","2025-04-17 00:00:00","C202787","P100664","S3091","3","7662.99","5","1149.45","22988.97","21839.52","6888.57","UPI","Completed"
"O512919","2025-12-22 00:00:00","C201219","P100150","S3067","5","1182.82","15","887.11","5914.1","5026.98","-14894.56","Debit Card","Completed"
"O512920","2025-02-23 00:00:00","C204001","P100425","S3073","5","3897.77","15","2923.33","19488.85","16565.52","6698.72","UPI","Completed"
"O512921","2024-04-12 00:00:00","C203887","P100788","S3084","2","3000.16","5","300.02","6000.32","5700.3","-2477.58","Debit Card","Completed"
"O512922","2025-11-30 00:00:00","C202222","P100161","S3067","5","3396.84","10","1698.42","16984.2","15285.78","4647.53","Cash","Completed"
"O512923","2024-11-22 00:00:00","C204772","P100088","S3008","4","1827.25","0","0","7309","7309","-9463.88","Cash","Completed"
"O512924","2025-02-20 00:00:00","C203384","P100288","S3095","5","1456.19","5","364.05","7280.95","6916.9","-7655.3","Debit Card","Completed"
"O512925","2025-02-17 00:00:00","C204999","P100777","S3051","1","2440.57","15","366.09","2440.57","2074.48","182.25","Credit Card","Completed"
"O512926","2024-12-22 00:00:00","C201301","P100289","S3070","5","5719.15","20","5719.15","28595.75","22876.6","11770.85","Wallet","Completed"
"O512927","2024-03-04 00:00:00","C204626","P100166","S3070","3","5261.06","5","789.16","15783.18","14994.02","8765.42","Cash","Completed"
"O512928","2025-09-20 00:00:00","C204419","P100447","S3046","1","4098.7","5","204.94","4098.7","3893.76","-180.52","Wallet","Completed"
"O512929","2025-08-09 00:00:00","C204547","P100602","S3044","3","1674.39","10","502.32","5023.17","4520.85","-8272.8","Credit Card","Completed"
"O512930","2025-02-18 00:00:00","C200543","P100250","S3107","4","7160.4","0","0","28641.6","28641.6","12259.12","Wallet","Completed"
"O512931","2024-11-26 00:00:00","C203341","P100237","S3042","4","7327.51","5","1465.5","29310.04","27844.54","27019.14","UPI","Cancelled"
"O512932","2025-04-24 00:00:00","C202336","P100344","S3020","4","6878.07","10","2751.23","27512.28","24761.05","8608.77","UPI","Completed"
"O512933","2025-05-01 00:00:00","C201114","P100353","S3042","3","6648.81","15","2991.96","19946.43","16954.47","16220.22","UPI","Completed"
"O512934","2024-11-30 00:00:00","C202006","P100569","S3115","2","7873.38","15","2362.01","15746.76","13384.75","6702.13","Wallet","Completed"
"O512935","2024-09-15 00:00:00","C200101","P100726","S3054","1","5734.5","15","860.18","5734.5","4874.32","2258.2","Cash","Completed"
"O512936","2024-07-20 00:00:00","C204346","P100129","S3004","5","4912.98","15","3684.73","24564.9","20880.16","12069.56","Cash","Completed"
"O512937","2025-04-03 00:00:00","C201026","P100255","S3096","2","741.04","10","148.21","1482.08","1333.87","425.73","Cash","Cancelled"
"O512938","2024-08-14 00:00:00","C200226","P100023","S3018","1","153.91","15","23.09","153.91","130.82","-2955.57","Cash","Completed"
"O512939","2024-12-04 00:00:00","C200355","P100120","S3081","1","3905.11","20","781.02","3905.11","3124.09","-1539.45","Credit Card","Completed"
"O512940","2024-05-23 00:00:00","C204534","P100126","S3098","2","5857.71","15","1757.31","11715.42","9958.11","2847.21","Credit Card","Completed"
"O512941","2025-09-16 00:00:00","C201252","P100680","S3021","4","4939.74","15","2963.84","19758.96","16795.12","16376.72","Cash","Completed"
"O512942","2024-05-14 00:00:00","C202009","P100253","S3050","3","3567.36","15","1605.31","10702.08","9096.77","1129.7","Cash","Completed"
"O512943","2025-11-02 00:00:00","C203297","P100182","S3105","3","5804.69","0","0","17414.07","17414.07","7964.7","UPI","Completed"
"O512944","2025-04-09 00:00:00","C201966","P100794","S3067","5","6814.76","0","0","34073.8","34073.8","22425.45","UPI","Completed"
"O512945","2024-08-08 00:00:00","C203018","P100260","S3067","5","3388.67","10","1694.34","16943.35","15249.02","9573.46","Credit Card","Completed"
"O512946","2025-12-20 00:00:00","C200974","P100700","S3030","2","657.38","0","0","1314.76","1314.76","-3618.82","Cash","Completed"
"O512947","2025-10-06 00:00:00","C204791","P100424","S3080","4","2704.27","20","2163.42","10817.08","8653.66","-5316.58","Cash","Cancelled"
"O512948","2025-05-23 00:00:00","C203391","P100488","S3067","5","7313.23","0","0","36566.15","36566.15","21426.25","Debit Card","Completed"
"O512949","2025-09-17 00:00:00","C202671","P100528","S3077","5","1401.53","5","350.38","7007.65","6657.27","-18126.33","Cash","Completed"
"O512950","2024-12-05 00:00:00","C202708","P100369","S3072","3","7230.93","20","4338.56","21692.79","17354.23","9944.86","Cash","Completed"
"O512951","2024-11-20 00:00:00","C202479","P100659","S3025","1","2451.21","15","367.68","2451.21","2083.53","532.32","Cash","Completed"
"O512952","2024-12-02 00:00:00","C202245","P100403","S3032","5","4766.24","15","3574.68","23831.2","20256.52","-4178.53","Cash","Completed"
"O512953","2025-05-12 00:00:00","C203719","P100343","S3069","5","2297.9","0","0","11489.5","11489.5","-9653.7","Credit Card","Returned"
"O512954","2024-02-10 00:00:00","C201053","P100719","S3036","3","4064.42","5","609.66","12193.26","11583.6","4580.67","Cash","Completed"
"O512955","2025-01-08 00:00:00","C204012","P100711","S3105","5","1870.15","20","1870.15","9350.75","7480.6","-12245.25","UPI","Completed"
"O512956","2024-01-13 00:00:00","C200112","P100045","S3112","2","2669.3","20","1067.72","5338.6","4270.88","-2719.72","Credit Card","Completed"
"O512957","2025-09-30 00:00:00","C203930","P100514","S3050","2","6328.76","20","2531.5","12657.52","10126.02","3670.5","Credit Card","Completed"
"O512958","2024-08-15 00:00:00","C201374","P100094","S3045","3","3416.28","15","1537.33","10248.84","8711.51","-4519.42","UPI","Completed"
"O512959","2024-09-21 00:00:00","C201042","P100169","S3001","3","3754.35","5","563.15","11263.05","10699.9","7385.29","Credit Card","Completed"
"O512960","2024-04-22 00:00:00","C203622","P100421","S3098","4","1188.99","15","713.39","4755.96","4042.57","-2584.23","Credit Card","Completed"
"O512961","2024-10-16 00:00:00","C201848","P100667","S3030","1","5440.42","0","0","5440.42","5440.42","3874.46","Debit Card","Completed"
"O512962","2025-11-11 00:00:00","C200151","P100000","S3015","1","4396.61","15","659.49","4396.61","3737.12","1619.17","UPI","Completed"
"O512963","2024-08-05 00:00:00","C204950","P100388","S3099","3","7284.24","20","4370.54","21852.72","17482.18","8157.16","Credit Card","Returned"
"O512964","2024-04-07 00:00:00","C203474","P100648","S3050","5","7077.04","5","1769.26","35385.2","33615.94","31847.54","Wallet","Cancelled"
"O512965","2025-01-24 00:00:00","C202787","P100602","S3063","1","1674.39","10","167.44","1674.39","1506.95","-2757.6","Wallet","Completed"
"O512966","2024-03-09 00:00:00","C200092","P100036","S3039","4","6287.63","20","5030.1","25150.52","20120.42","12987.94","Debit Card","Completed"
"O512967","2025-09-20 00:00:00","C200119","P100766","S3028","1","3150.18","15","472.53","3150.18","2677.65","1178.18","Wallet","Completed"
"O512968","2024-08-03 00:00:00","C202277","P100179","S3070","4","4225.26","15","2535.16","16901.04","14365.88","-1098.36","Wallet","Completed"
"O512969","2025-09-13 00:00:00","C202248","P100126","S3033","2","5857.71","15","1757.31","11715.42","9958.11","2847.21","Cash","Completed"
"O512970","2025-10-20 00:00:00","C201246","P100278","S3104","1","4363.09","15","654.46","4363.09","3708.63","1368.65","UPI","Completed"
"O512971","2025-05-04 00:00:00","C201561","P100077","S3106","1","543.72","20","108.74","543.72","434.98","-3697.19","Cash","Completed"
"O512972","2024-04-22 00:00:00","C203467","P100446","S3093","5","2814.17","15","2110.63","14070.85","11960.22","-7220.63","Credit Card","Cancelled"
"O512973","2024-10-26 00:00:00","C203188","P100237","S3096","3","7327.51","5","1099.13","21982.53","20883.4","20264.35","Wallet","Completed"
"O512974","2025-05-06 00:00:00","C204376","P100599","S3101","2","5017.38","5","501.74","10034.76","9533.02","331.04","Wallet","Completed"
"O512975","2025-04-26 00:00:00","C201522","P100079","S3106","3","6296.38","15","2833.37","18889.14","16055.77","5837.23","Wallet","Returned"
"O512976","2024-06-18 00:00:00","C202816","P100535","S3045","3","5194.91","0","0","15584.73","15584.73","14162.7","Wallet","Completed"
"O512977","2025-12-06 00:00:00","C204069","P100779","S3063","2","6272.04","0","0","12544.08","12544.08","8093.98","Credit Card","Completed"
"O512978","2024-10-03 00:00:00","C204387","P100401","S3001","3","4888.15","10","1466.44","14664.45","13198","-1793.3","Wallet","Cancelled"
"O512979","2025-03-11 00:00:00","C202672","P100101","S3071","1","4609.23","0","0","4609.23","4609.23","3763.47","UPI","Completed"
"O512980","2025-10-15 00:00:00","C204147","P100507","S3069","1","5246.15","0","0","5246.15","5246.15","2292.44","Credit Card","Completed"
"O512981","2025-01-27 00:00:00","C202868","P100241","S3050","1","6362.63","5","318.13","6362.63","6044.5","2484.65","Debit Card","Completed"
"O512982","2024-12-14 00:00:00","C200388","P100104","S3119","3","2948.9","0","0","8846.7","8846.7","1160.79","Wallet","Cancelled"
"O512983","2024-01-13 00:00:00","C204980","P100675","S3090","3","6047.15","15","2721.22","18141.45","15420.23","9809","UPI","Completed"
"O512984","2025-10-09 00:00:00","C203486","P100084","S3059","4","1247.82","0","0","4991.28","4991.28","-8246.08","Cash","Completed"
"O512985","2025-12-07 00:00:00","C201465","P100126","S3074","5","5857.71","5","1464.43","29288.55","27824.12","10046.87","UPI","Completed"
"O512986","2024-07-09 00:00:00","C201547","P100209","S3075","3","1702.66","20","1021.6","5107.98","4086.38","-7644.4","UPI","Returned"
"O512987","2024-02-06 00:00:00","C200927","P100698","S3037","3","5680.12","20","3408.07","17040.36","13632.29","943.58","UPI","Completed"
"O512988","2025-10-02 00:00:00","C202007","P100192","S3087","3","5378.66","0","0","16135.98","16135.98","9595.95","Cash","Completed"
"O512989","2025-03-05 00:00:00","C204252","P100038","S3024","5","121.42","5","30.36","607.1","576.74","-23658.56","Debit Card","Completed"
"O512990","2024-08-27 00:00:00","C201611","P100788","S3048","2","3000.16","10","600.03","6000.32","5400.29","-2777.59","Debit Card","Completed"
"O512991","2025-09-26 00:00:00","C203727","P100632","S3063","5","3979.22","5","994.8","19896.1","18901.29","16964.04","Credit Card","Completed"
"O512992","2024-04-11 00:00:00","C200991","P100460","S3091","5","2530.23","15","1897.67","12651.15","10753.48","7993.33","Wallet","Completed"
"O512993","2025-09-07 00:00:00","C201579","P100099","S3035","3","6731.23","10","2019.37","20193.69","18174.32","13047.8","UPI","Completed"
"O512994","2025-09-14 00:00:00","C202327","P100687","S3054","4","2842.66","10","1137.06","11370.64","10233.58","-565.58","Credit Card","Completed"
"O512995","2025-03-15 00:00:00","C204819","P100244","S3030","5","7256.65","20","7256.65","36283.25","29026.6","8933.85","Debit Card","Completed"
"O512996","2024-12-15 00:00:00","C203337","P100754","S3037","3","2221.51","10","666.45","6664.53","5998.08","-5574.87","Wallet","Completed"
"O512997","2024-03-16 00:00:00","C203774","P100065","S3115","2","5167.22","10","1033.44","10334.44","9301","5511.38","Debit Card","Completed"
"O512998","2024-12-04 00:00:00","C203926","P100276","S3023","1","6876.76","10","687.68","6876.76","6189.08","5987.35","UPI","Completed"
"O512999","2025-11-17 00:00:00","C202834","P100265","S3089","4","7064.87","20","5651.9","28259.48","22607.58","9365.18","Debit Card","Completed"
"O513000","2024-02-17 00:00:00","C202500","P100592","S3049","1","1182.44","10","118.24","1182.44","1064.2","-3623.74","Credit Card","Returned"
"O513001","2024-02-16 00:00:00","C204176","P100537","S3002","2","2777.58","0","0","5555.16","5555.16","3555.68","Debit Card","Completed"
"O513002","2024-08-16 00:00:00","C203497","P100484","S3026","2","2946.41","15","883.92","5892.82","5008.9","-538.34","UPI","Completed"
"O513003","2024-11-17 00:00:00","C203007","P100000","S3103","4","4396.61","5","879.32","17586.44","16707.12","8235.32","Cash","Completed"
"O513004","2024-07-19 00:00:00","C203017","P100557","S3042","4","1347.4","10","538.96","5389.6","4850.64","-4560.44","Credit Card","Completed"
"O513005","2025-02-01 00:00:00","C203856","P100550","S3015","5","298.09","5","74.52","1490.45","1415.93","-6861.32","Credit Card","Completed"
"O513006","2025-07-10 00:00:00","C203421","P100189","S3057","3","1392.93","10","417.88","4178.79","3760.91","1868.87","Credit Card","Completed"
"O513007","2024-11-15 00:00:00","C203913","P100620","S3019","3","1258.46","10","377.54","3775.38","3397.84","-8966","Debit Card","Cancelled"
"O513008","2024-03-31 00:00:00","C204511","P100046","S3008","2","1259.19","15","377.76","2518.38","2140.62","517.06","Credit Card","Cancelled"
"O513009","2024-02-16 00:00:00","C203070","P100632","S3002","2","3979.22","15","1193.77","7958.44","6764.67","5989.77","Wallet","Completed"
"O513010","2024-08-27 00:00:00","C204240","P100356","S3014","5","971.64","5","242.91","4858.2","4615.29","-18748.11","UPI","Completed"
"O513011","2025-07-09 00:00:00","C204425","P100560","S3032","5","3711.5","15","2783.62","18557.5","15773.88","-8177.38","UPI","Completed"
"O513012","2025-08-12 00:00:00","C200820","P100013","S3055","5","4755.55","15","3566.66","23777.75","20211.09","10448.99","UPI","Completed"
"O513013","2024-09-08 00:00:00","C204942","P100050","S3118","5","2997.01","15","2247.76","14985.05","12737.29","-802.81","Debit Card","Cancelled"
"O513014","2024-01-02 00:00:00","C201843","P100146","S3082","3","3941.56","15","1773.7","11824.68","10050.98","-4906.33","Debit Card","Completed"
"O513015","2025-05-29 00:00:00","C201583","P100030","S3058","4","1695.96","5","339.19","6783.84","6444.65","-3906.59","Debit Card","Completed"
"O513016","2025-02-01 00:00:00","C201789","P100588","S3005","4","7734.03","0","0","30936.12","30936.12","24734.16","Wallet","Cancelled"
"O513017","2024-07-19 00:00:00","C201027","P100410","S3049","1","5245.62","20","1049.12","5245.62","4196.5","2146.01","UPI","Completed"
"O513018","2024-05-31 00:00:00","C201527","P100533","S3068","4","1303.32","15","781.99","5213.28","4431.29","-1197.11","Wallet","Completed"
"O513019","2024-02-04 00:00:00","C201986","P100787","S3107","2","1734.35","20","693.74","3468.7","2774.96","-155.52","Wallet","Completed"
"O513020","2025-11-12 00:00:00","C202470","P100427","S3074","4","4917.38","10","1966.95","19669.52","17702.57","12799.21","Wallet","Completed"
"O513021","2025-12-01 00:00:00","C203225","P100567","S3096","2","4855.31","10","971.06","9710.62","8739.56","1153.54","UPI","Completed"
"O513022","2025-06-10 00:00:00","C200377","P100776","S3095","4","5644.12","10","2257.65","22576.48","20318.83","15671.43","Cash","Completed"
"O513023","2025-07-19 00:00:00","C200100","P100445","S3087","5","981.6","0","0","4908","4908","-10387.65","Wallet","Completed"
"O513024","2025-03-09 00:00:00","C202346","P100756","S3045","4","2561.72","5","512.34","10246.88","9734.54","1972.14","Wallet","Completed"
"O513025","2024-01-30 00:00:00","C200430","P100175","S3036","3","1864.51","20","1118.71","5593.53","4474.82","-10052.86","Credit Card","Completed"
"O513026","2024-11-15 00:00:00","C200579","P100047","S3087","4","2500.39","5","500.08","10001.56","9501.48","-6852","Credit Card","Returned"
"O513027","2024-05-23 00:00:00","C201159","P100730","S3082","1","4199.75","5","209.99","4199.75","3989.76","572.63","Wallet","Completed"
"O513028","2024-09-07 00:00:00","C201320","P100083","S3032","3","3566.38","10","1069.91","10699.14","9629.23","-2362.55","Wallet","Completed"
"O513029","2025-05-27 00:00:00","C204869","P100326","S3059","2","5346.68","10","1069.34","10693.36","9624.02","5031.5","Debit Card","Completed"
"O513030","2024-07-30 00:00:00","C201672","P100754","S3017","4","2221.51","10","888.6","8886.04","7997.44","-7433.16","UPI","Completed"
"O513031","2024-02-18 00:00:00","C202997","P100667","S3061","1","5440.42","15","816.06","5440.42","4624.36","3058.4","Debit Card","Completed"
"O513032","2025-01-22 00:00:00","C200180","P100661","S3076","5","6451.14","10","3225.57","32255.7","29030.13","11649.13","Debit Card","Completed"
"O513033","2024-12-22 00:00:00","C200905","P100379","S3017","2","4695.83","10","939.17","9391.66","8452.49","1693.73","UPI","Returned"
"O513034","2025-10-20 00:00:00","C200569","P100114","S3083","1","3482.88","15","522.43","3482.88","2960.45","2380.9","Wallet","Completed"
"O513035","2025-05-01 00:00:00","C201610","P100077","S3102","2","543.72","20","217.49","1087.44","869.95","-7394.39","Wallet","Completed"
"O513036","2024-12-24 00:00:00","C203407","P100075","S3022","5","4026.19","0","0","20130.95","20130.95","7986.45","Credit Card","Completed"
"O513037","2024-02-25 00:00:00","C203480","P100366","S3088","1","2455.36","5","122.77","2455.36","2332.59","-2013.61","Wallet","Completed"
"O513038","2024-08-18 00:00:00","C202688","P100038","S3084","2","121.42","20","48.57","242.84","194.27","-9499.85","Wallet","Completed"
"O513039","2024-11-13 00:00:00","C201576","P100630","S3097","4","3141.4","20","2513.12","12565.6","10052.48","6954.28","Cash","Cancelled"
"O513040","2024-07-10 00:00:00","C203423","P100375","S3081","4","705.44","5","141.09","2821.76","2680.67","-1516.01","Wallet","Completed"
"O513041","2025-09-18 00:00:00","C201425","P100202","S3047","4","6307.32","5","1261.46","25229.28","23967.82","22333.38","Debit Card","Completed"
"O513042","2025-11-08 00:00:00","C202884","P100710","S3066","1","3853.38","20","770.68","3853.38","3082.7","-1696.21","Credit Card","Returned"
"O513043","2025-01-14 00:00:00","C201735","P100441","S3064","1","7459.49","5","372.97","7459.49","7086.52","5154.55","Wallet","Completed"
"O513044","2024-11-08 00:00:00","C204139","P100398","S3003","4","4847.23","0","0","19388.92","19388.92","6294.52","Wallet","Completed"
"O513045","2025-10-29 00:00:00","C202912","P100668","S3011","3","6641.48","10","1992.44","19924.44","17932","8517.16","Credit Card","Completed"
"O513046","2025-02-19 00:00:00","C204140","P100312","S3089","2","6709.37","20","2683.75","13418.74","10734.99","2014.57","Credit Card","Completed"
"O513047","2024-11-16 00:00:00","C201919","P100273","S3033","2","708.9","10","141.78","1417.8","1276.02","-799.46","Wallet","Completed"
"O513048","2024-09-29 00:00:00","C204470","P100642","S3067","3","945.37","15","425.42","2836.11","2410.69","691.57","Credit Card","Returned"
"O513049","2025-08-21 00:00:00","C200289","P100556","S3092","3","3152.86","5","472.93","9458.58","8985.65","-2014.51","Cash","Completed"
"O513050","2025-03-26 00:00:00","C203878","P100000","S3058","2","4396.61","5","439.66","8793.22","8353.56","4117.66","Wallet","Completed"
"O513051","2025-08-22 00:00:00","C201781","P100488","S3034","3","7313.23","10","2193.97","21939.69","19745.72","10661.78","Cash","Completed"
"O513052","2024-12-19 00:00:00","C203698","P100221","S3027","3","4346.52","20","2607.91","13039.56","10431.65","5433.71","Debit Card","Cancelled"
"O513053","2025-01-10 00:00:00","C204944","P100637","S3007","3","6633.95","5","995.09","19901.85","18906.76","4414.3","Credit Card","Completed"
"O513054","2025-03-23 00:00:00","C202729","P100767","S3011","2","5091.08","15","1527.32","10182.16","8654.84","-1146.86","Credit Card","Completed"
"O513055","2024-10-10 00:00:00","C201464","P100785","S3081","5","3507.21","5","876.8","17536.05","16659.25","-5542.15","UPI","Completed"
"O513056","2024-04-18 00:00:00","C203248","P100735","S3066","2","2331.45","0","0","4662.9","4662.9","3857.46","Credit Card","Completed"
"O513057","2025-03-11 00:00:00","C200465","P100342","S3105","1","7351.17","15","1102.68","7351.17","6248.49","3849.07","UPI","Completed"
"O513058","2024-07-25 00:00:00","C201022","P100678","S3082","1","6147.64","20","1229.53","6147.64","4918.11","1236.72","Credit Card","Completed"
"O513059","2024-11-26 00:00:00","C200800","P100468","S3034","3","551.44","0","0","1654.32","1654.32","-7559.13","Cash","Completed"
"O513060","2024-01-04 00:00:00","C200273","P100194","S3104","4","3341.18","20","2672.94","13364.72","10691.78","758.22","Cash","Completed"
"O513061","2024-11-29 00:00:00","C200458","P100458","S3108","4","5735.14","5","1147.03","22940.56","21793.53","3091.69","Cash","Completed"
"O513062","2024-03-09 00:00:00","C202498","P100536","S3030","1","5124.27","0","0","5124.27","5124.27","648.03","Cash","Cancelled"
"O513063","2025-11-09 00:00:00","C201973","P100745","S3119","5","5679.25","0","0","28396.25","28396.25","23837.05","UPI","Completed"
"O513064","2024-01-24 00:00:00","C202044","P100451","S3021","2","7943.11","20","3177.24","15886.22","12708.98","10670.78","Cash","Completed"
"O513065","2025-06-26 00:00:00","C201564","P100321","S3058","4","5253.05","20","4202.44","21012.2","16809.76","3606.36","Wallet","Completed"
"O513066","2025-11-28 00:00:00","C203398","P100222","S3119","4","4022.68","15","2413.61","16090.72","13677.11","3226.43","Credit Card","Completed"
"O513067","2024-08-02 00:00:00","C204679","P100452","S3046","2","1121.39","0","0","2242.78","2242.78","2067.9","Credit Card","Completed"
"O513068","2024-12-01 00:00:00","C200115","P100162","S3114","2","2140.45","10","428.09","4280.9","3852.81","-2568.59","Credit Card","Completed"
"O513069","2024-04-24 00:00:00","C201694","P100558","S3046","5","264.95","15","198.71","1324.75","1126.04","-612.46","UPI","Completed"
"O513070","2025-04-03 00:00:00","C204876","P100507","S3092","4","5246.15","5","1049.23","20984.6","19935.37","8120.53","Wallet","Completed"
"O513071","2024-06-20 00:00:00","C200259","P100395","S3076","4","2590.22","10","1036.09","10360.88","9324.79","4854.43","UPI","Completed"
"O513072","2024-10-15 00:00:00","C202542","P100663","S3097","2","1748.78","0","0","3497.56","3497.56","-1645.72","Debit Card","Completed"
"O513073","2025-02-19 00:00:00","C201211","P100558","S3044","4","264.95","20","211.96","1059.8","847.84","-542.96","Credit Card","Returned"
"O513074","2025-09-21 00:00:00","C202346","P100564","S3031","2","7650.88","5","765.09","15301.76","14536.67","9131.97","Cash","Completed"
"O513075","2025-01-20 00:00:00","C203400","P100349","S3078","3","222.61","20","133.57","667.83","534.26","-3621.52","Credit Card","Completed"
"O513076","2024-04-22 00:00:00","C204563","P100065","S3045","2","5167.22","0","0","10334.44","10334.44","6544.82","Credit Card","Completed"
"O513077","2025-07-09 00:00:00","C204234","P100772","S3021","3","5357.77","15","2411","16073.31","13662.31","3763.6","Debit Card","Completed"
"O513078","2024-03-26 00:00:00","C203062","P100289","S3014","1","5719.15","20","1143.83","5719.15","4575.32","2354.17","Wallet","Completed"
"O513079","2025-03-14 00:00:00","C200014","P100375","S3033","5","705.44","20","705.44","3527.2","2821.76","-2424.09","UPI","Completed"
"O513080","2024-11-15 00:00:00","C203859","P100501","S3116","5","4651.42","10","2325.71","23257.1","20931.39","321.69","Debit Card","Completed"
"O513081","2025-03-08 00:00:00","C202762","P100137","S3110","3","2152.71","20","1291.63","6458.13","5166.5","-6243.7","Credit Card","Completed"
"O513082","2025-04-29 00:00:00","C201204","P100282","S3115","5","6587.36","10","3293.68","32936.8","29643.12","18862.17","Debit Card","Completed"
"O513083","2024-03-13 00:00:00","C203261","P100141","S3039","1","2233.84","20","446.77","2233.84","1787.07","-681.71","Credit Card","Completed"
"O513084","2024-02-25 00:00:00","C201043","P100232","S3075","4","6359.41","0","0","25437.64","25437.64","21274.68","Wallet","Completed"
"O513085","2025-12-07 00:00:00","C202162","P100391","S3016","4","7041.51","20","5633.21","28166.04","22532.83","21731.15","UPI","Completed"
